,Year,Car,PTS,Champion,Average_points_Scored,No_of_times_secured_front_grid,Total_no_of_fastest_Laps,Win_percentage
705,2018,Red Bull Racing TAG Heuer,419.0,3,9.976190476190476,4.0,6.0,0.19047619047619047
706,2018,Renault,122.0,4,2.9047619047619047,0.0,0.0,0.0
707,2018,Sauber Ferrari,48.0,4,1.1428571428571428,0.0,0.0,0.0
708,2018,Scuderia Toro Rosso Honda,33.0,4,0.7857142857142857,0.0,0.0,0.0
709,2018,Williams Mercedes,7.0,4,0.16666666666666666,0.0,0.0,0.0
710,2019,Alfa Romeo Racing Ferrari,57.0,4,1.3571428571428572,0.0,0.0,0.0
711,2019,Ferrari,504.0,2,12.0,14.0,6.0,0.14285714285714285
712,2019,Haas Ferrari,28.0,4,0.6666666666666666,0.0,1.0,0.0
713,2019,McLaren Renault,145.0,4,3.4523809523809526,0.0,0.0,0.0
714,2019,Mercedes,739.0,1,17.595238095238095,24.0,9.0,0.7142857142857143
715,2019,Racing Point BWT Mercedes,73.0,4,1.7380952380952381,0.0,0.0,0.0
716,2019,Red Bull Racing Honda,370.0,3,9.928571428571429,4.0,5.0,0.14285714285714285
717,2019,Renault,91.0,4,2.1666666666666665,0.0,0.0,0.0
718,2019,Scuderia Toro Rosso Honda,132.0,4,2.0238095238095237,0.0,0.0,0.0
719,2019,Williams Mercedes,1.0,4,0.023809523809523808,0.0,0.0,0.0
720,2020,Alfa Romeo Racing Ferrari,8.0,4,0.23529411764705882,0.0,0.0,0.0
721,2020,AlphaTauri Honda,107.0,4,3.1470588235294117,0.0,0.0,0.058823529411764705
722,2020,Ferrari,131.0,4,3.8529411764705883,0.0,0.0,0.0
723,2020,Haas Ferrari,3.0,4,0.08823529411764706,0.0,0.0,0.0
724,2020,McLaren Renault,202.0,4,5.9411764705882355,0.0,3.0,0.0
725,2020,Mercedes,570.0,1,16.852941176470587,29.0,9.0,0.7647058823529411
726,2020,Racing Point BWT Mercedes,210.0,3,6.176470588235294,1.0,0.0,0.058823529411764705
727,2020,Red Bull Racing Honda,319.0,2,9.382352941176471,4.0,3.0,0.11764705882352941
728,2020,Renault,181.0,4,5.323529411764706,0.0,2.0,0.0
729,2020,Williams Mercedes,3.0,4,0.0,0.0,0.0,0.0
730,2021,Alfa Romeo Racing Ferrari,13.0,4,0.29545454545454547,0.0,0.0,0.0
731,2021,AlphaTauri Honda,142.0,4,3.227272727272727,0.0,1.0,0.0
732,2021,Alpine Renault,155.0,4,3.522727272727273,0.0,0.0,0.045454545454545456
733,2021,Aston Martin Mercedes,77.0,4,1.75,0.0,0.0,0.0
734,2021,Ferrari,323.5,3,7.329545454545454,3.0,0.0,0.0
735,2021,Haas Ferrari,0.0,4,0.0,0.0,0.0,0.0
736,2021,McLaren Mercedes,275.0,4,6.2272727272727275,2.0,2.0,0.045454545454545456
737,2021,Mercedes,613.5,1,13.738636363636363,24.0,10.0,0.4090909090909091
738,2021,Red Bull Racing Honda,585.5,2,13.147727272727273,14.0,8.0,0.5
739,2021,Williams Mercedes,23.0,4,0.5227272727272727,1.0,0.0,0.0
